"peak.x"	"Chr.x"	"Start.x"	"End.x"	"Annotation.x"	"Detailed.Annotation.x"	"Distance.to.TSS.x"	"Nearest.PromoterID.x"	"Entrez.ID.x"	"Nearest.Unigene.x"	"Nearest.Refseq"	"Gene.Name.x"	"Gene.Alias.x"	"Gene.Description.x"	"Gene.Type.x"	"Conc.x"	"Conc_group1.x"	"Conc_group2.x"	"Fold.x"	"p.value.x"	"FDR.x"	"peak.y"	"Chr.y"	"Start.y"	"End.y"	"Annotation.y"	"Detailed.Annotation.y"	"Distance.to.TSS.y"	"Nearest.PromoterID.y"	"Entrez.ID.y"	"Nearest.Unigene.y"	"Gene.Name.y"	"Gene.Alias.y"	"Gene.Description.y"	"Gene.Type.y"	"Conc.y"	"Conc_group1.y"	"Conc_group2.y"	"Fold.y"	"p.value.y"	"FDR.y"
7411	"chr3R"	15466151	15466350	"intron (NM_206496, intron 1 of 16)"	"intron (NM_206496, intron 1 of 16)"	-2741	"NM_001275675"	41887	"Dm.11730"	"NM_169659"	"AdamTS-A"	"CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy"	"ADAM metallopeptidase with thrombospondin type 1 motif A"	"protein-coding"	4.91	5.27	4.43	0.85	3.19e-05	0.00728	7912	"chr3R"	15466175	15466374	"intron (NM_206496, intron 1 of 16)"	"intron (NM_206496, intron 1 of 16)"	-2765	"NM_001275675"	41887	"Dm.11730"	"AdamTS-A"	"CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy"	"ADAM metallopeptidase with thrombospondin type 1 motif A"	"protein-coding"	5.64	5.88	5.36	0.52	0.00743	0.0573
7411	"chr3R"	15466151	15466350	"intron (NM_206496, intron 1 of 16)"	"intron (NM_206496, intron 1 of 16)"	-2741	"NM_001275675"	41887	"Dm.11730"	"NM_169659"	"AdamTS-A"	"CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy"	"ADAM metallopeptidase with thrombospondin type 1 motif A"	"protein-coding"	4.91	5.27	4.43	0.85	3.19e-05	0.00728	7911	"chr3R"	15461154	15461353	"promoter-TSS (NM_169659)"	"promoter-TSS (NM_169659)"	-172	"NM_169659"	41887	"Dm.11730"	"AdamTS-A"	"CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy"	"ADAM metallopeptidase with thrombospondin type 1 motif A"	"protein-coding"	6.35	6.72	5.85	0.87	3.98e-05	0.00133
3566	"chr2R"	20130654	20130853	"Intergenic"	"Intergenic"	6409	"NR_124645"	19834791	""	"NR_124645"	"lncRNA:CR44634"	"CR44634|Dmel\CR44634"	"long non-coding RNA:CR44634"	"ncRNA"	4.74	5.1	4.26	0.84	0.000187	0.0277	3799	"chr2R"	20126609	20126808	"Intergenic"	"Intergenic"	10454	"NR_124645"	19834791	""	"lncRNA:CR44634"	"CR44634|Dmel\CR44634"	"long non-coding RNA:CR44634"	"ncRNA"	5.96	6.39	5.34	1.05	1.36e-07	2.17e-05
1029	"chr2L"	10293995	10294194	"intron (NM_135526, intron 3 of 3)"	"intron (NM_135526, intron 3 of 3)"	1291	"NM_135526"	34379	"Dm.26779"	"NM_135526"	"Hand"	"CG18144|Dhand|Dmel\CG18144|HAND|bHLHa28|dHAND|dHand|hand|hand-C"	"hand"	"protein-coding"	5.08	5.51	4.48	1.02	6.08e-07	0.000277	1086	"chr2L"	10295421	10295620	"promoter-TSS (NM_135526)"	"promoter-TSS (NM_135526)"	-135	"NM_135526"	34379	"Dm.26779"	"Hand"	"CG18144|Dhand|Dmel\CG18144|HAND|bHLHa28|dHAND|dHand|hand|hand-C"	"hand"	"protein-coding"	6.83	7.03	6.6	0.43	0.0161	0.0964
3111	"chr2R"	15811517	15811716	"intron (NM_145757, intron 1 of 15)"	"intron (NM_145757, intron 1 of 15)"	3301	"NM_001274078"	36740	"Dm.22165"	"NM_137214"	"Zasp52"	"CG12968|CG12969|CG30084|CG8242|Dmel\CG30084|Z(210)|ZASP52|Zasp|Zbp210|dzasp|tun|tungus|zasp|zasp52"	"Z band alternatively spliced PDZ-motif protein 52"	"protein-coding"	5.7	6	5.32	0.68	0.000688	0.0655	3324	"chr2R"	15773084	15773283	"TTS (NM_001274079)"	"TTS (NM_001274079)"	2879	"NM_001316422"	36740	"Dm.22165"	"Zasp52"	"CG12968|CG12969|CG30084|CG8242|Dmel\CG30084|Z(210)|ZASP52|Zasp|Zbp210|dzasp|tun|tungus|zasp|zasp52"	"Z band alternatively spliced PDZ-motif protein 52"	"protein-coding"	6.61	6.84	6.33	0.51	0.00512	0.0438
3799	"chr2R"	22542160	22542359	"intron (NM_001274207, intron 3 of 14)"	"intron (NM_001274207, intron 3 of 14)"	4299	"NM_001103947"	37573	"Dm.3051"	"NM_166535"	"px"	"CG4444|Dmel\CG4444|l(2)k08134|l(2)k08316"	"plexus"	"protein-coding"	5.54	5.84	5.16	0.68	7.68e-05	0.0147	4038	"chr2R"	22539782	22539981	"intron (NM_001103947, intron 4 of 12)"	"intron (NM_001103947, intron 4 of 12)"	6677	"NM_001103947"	37573	"Dm.3051"	"px"	"CG4444|Dmel\CG4444|l(2)k08134|l(2)k08316"	"plexus"	"protein-coding"	7.53	7.72	7.32	0.39	0.00593	0.0487
5790	"chr3L"	17202585	17202784	"intron (NM_001104161, intron 3 of 9)"	"intron (NM_001104161, intron 3 of 9)"	35528	"NM_001275050"	39919	"Dm.22292"	"NM_168718"	"Rbp6"	"BcDNA:RE25373|CG14055|CG14056|CG32169|CG6573|Dmel\CG32169|RRM6|rbp6|rrm6"	"RNA-binding protein 6"	"protein-coding"	5.01	5.29	4.65	0.64	0.000551	0.0575	6166	"chr3L"	17211671	17211870	"intron (NM_001104161, intron 3 of 9)"	"CpG"	26442	"NM_168718"	39919	"Dm.22292"	"Rbp6"	"BcDNA:RE25373|CG14055|CG14056|CG32169|CG6573|Dmel\CG32169|RRM6|rbp6|rrm6"	"RNA-binding protein 6"	"protein-coding"	5.52	5.82	5.15	0.67	0.00187	0.0221
1221	"chr2L"	12492180	12492379	"5' UTR (NM_001169493, exon 1 of 3)"	"5' UTR (NM_001169493, exon 1 of 3)"	341	"NM_001169493"	34665	"Dm.7349"	"NM_080364"	"bun"	"1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs"	"bunched"	"protein-coding"	6.2	6.45	5.89	0.55	0.00104	0.0816	1291	"chr2L"	12505005	12505204	"promoter-TSS (NM_001273490)"	"promoter-TSS (NM_001273490)"	-272	"NM_001273490"	34665	"Dm.7349"	"bun"	"1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs"	"bunched"	"protein-coding"	6.82	7.07	6.51	0.56	0.014	0.0879
1431	"chr2L"	15339609	15339808	"Intergenic"	"Intergenic"	5842	"NM_057252"	34903	"Dm.4764"	"NM_057252"	"esg"	"4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz"	"escargot"	"protein-coding"	6.6	7.07	5.9	1.17	3.35e-16	6.11e-13	1511	"chr2L"	15333612	15333811	"promoter-TSS (NM_057252)"	"promoter-TSS (NM_057252)"	-155	"NM_057252"	34903	"Dm.4764"	"esg"	"4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz"	"escargot"	"protein-coding"	7.19	7.49	6.8	0.69	0.000227	0.0047
1431	"chr2L"	15339609	15339808	"Intergenic"	"Intergenic"	5842	"NM_057252"	34903	"Dm.4764"	"NM_057252"	"esg"	"4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz"	"escargot"	"protein-coding"	6.6	7.07	5.9	1.17	3.35e-16	6.11e-13	1512	"chr2L"	15339583	15339782	"Intergenic"	"Intergenic"	5816	"NM_057252"	34903	"Dm.4764"	"esg"	"4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz"	"escargot"	"protein-coding"	6.76	7.04	6.4	0.64	0.00283	0.0291
8671	"chr3R"	29894743	29894942	"promoter-TSS (NM_206586)"	"promoter-TSS (NM_206586)"	-139	"NM_001276158"	43535	"Dm.2264"	"NM_170447"	"CG31038"	"CG15512|CG7854|Dmel\CG31038"	"uncharacterized protein"	"protein-coding"	6.48	6.67	6.25	0.42	0.00126	0.0921	9245	"chr3R"	29876969	29877168	"promoter-TSS (NM_206585)"	"promoter-TSS (NM_206585)"	9	"NM_170449"	43535	"Dm.2264"	"CG31038"	"CG15512|CG7854|Dmel\CG31038"	"uncharacterized protein"	"protein-coding"	8.35	8.53	8.15	0.38	0.0136	0.0857
402	"chr2L"	4283106	4283305	"promoter-TSS (NM_001316379)"	"promoter-TSS (NM_001316379)"	57	"NM_164576"	46015	"Dm.1777"	"NM_080127"	"tutl"	"CG15426|CG15427|CG15428|CT35489|CT35490|Dmel\CG15427|Tutl|jf4|l(2)01085|l(2)24Df|l(2)jf4|mdcds_7441"	"turtle"	"protein-coding"	4.84	5.16	4.43	0.73	9.54e-05	0.0177	417	"chr2L"	4283037	4283236	"promoter-TSS (NM_001316379)"	"promoter-TSS (NM_001316379)"	-12	"NM_001316378"	46015	"Dm.1777"	"tutl"	"CG15426|CG15427|CG15428|CT35489|CT35490|Dmel\CG15427|Tutl|jf4|l(2)01085|l(2)24Df|l(2)jf4|mdcds_7441"	"turtle"	"protein-coding"	5.5	5.72	5.24	0.48	0.0152	0.0932
4298	"chr3L"	1614451	1614650	"promoter-TSS (NM_001274339)"	"promoter-TSS (NM_001274339)"	-40	"NM_001274339"	38190	"Dm.29553"	"NM_139375"	"CG12105"	"Dmel\CG12105"	"uncharacterized protein"	"protein-coding"	6.32	6.54	6.06	0.49	0.000804	0.0715	4577	"chr3L"	1610499	1610698	"TTS (NM_139375)"	"TTS (NM_139375)"	3912	"NM_001274339"	38190	"Dm.29553"	"CG12105"	"Dmel\CG12105"	"uncharacterized protein"	"protein-coding"	6.58	6.78	6.36	0.42	0.0164	0.0977
4298	"chr3L"	1614451	1614650	"promoter-TSS (NM_001274339)"	"promoter-TSS (NM_001274339)"	-40	"NM_001274339"	38190	"Dm.29553"	"NM_139375"	"CG12105"	"Dmel\CG12105"	"uncharacterized protein"	"protein-coding"	6.32	6.54	6.06	0.49	0.000804	0.0715	4578	"chr3L"	1614438	1614637	"promoter-TSS (NM_001274339)"	"promoter-TSS (NM_001274339)"	-27	"NM_001274339"	38190	"Dm.29553"	"CG12105"	"Dmel\CG12105"	"uncharacterized protein"	"protein-coding"	7.2	7.41	6.96	0.45	0.0153	0.0933
5661	"chr3L"	16074620	16074819	"intron (NM_001104143, intron 1 of 6)"	"intron (NM_001104143, intron 1 of 6)"	1353	"NM_140573"	49070	"Dm.13965"	"NM_140573"	"Mbs"	"0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs"	"Myosin binding subunit"	"protein-coding"	6.86	7.12	6.53	0.59	6.53e-05	0.0128	6012	"chr3L"	16054459	16054658	"intron (NM_001104144, intron 2 of 15)"	"intron (NM_001104144, intron 2 of 15)"	2599	"NM_001259854"	49070	"Dm.13965"	"Mbs"	"0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs"	"Myosin binding subunit"	"protein-coding"	7.14	7.37	6.86	0.51	0.011	0.0745
8741	"chr3R"	30537339	30537538	"intron (NM_001104512, intron 2 of 9)"	"intron (NM_001104512, intron 2 of 9)"	-1521	"NM_001170304"	43633	"Dm.6774"	"NM_057683"	"tmod"	"1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo"	"tropomodulin"	"protein-coding"	5.45	5.74	5.09	0.65	0.00137	0.0991	9331	"chr3R"	30539037	30539236	"5' UTR (NM_001170304, exon 1 of 7)"	"5' UTR (NM_001170304, exon 1 of 7)"	177	"NM_001170304"	43633	"Dm.6774"	"tmod"	"1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo"	"tropomodulin"	"protein-coding"	7.12	7.41	6.76	0.65	0.000287	0.00553
8741	"chr3R"	30537339	30537538	"intron (NM_001104512, intron 2 of 9)"	"intron (NM_001104512, intron 2 of 9)"	-1521	"NM_001170304"	43633	"Dm.6774"	"NM_057683"	"tmod"	"1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo"	"tropomodulin"	"protein-coding"	5.45	5.74	5.09	0.65	0.00137	0.0991	9334	"chr3R"	30548397	30548596	"5' UTR (NM_170506, exon 2 of 8)"	"5' UTR (NM_170506, exon 2 of 8)"	1517	"NM_001170306"	43633	"Dm.6774"	"tmod"	"1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo"	"tropomodulin"	"protein-coding"	5.99	6.27	5.63	0.64	0.000939	0.0136
10185	"chrX"	13450482	13450681	"intron (NM_001298282, intron 1 of 12)"	"intron (NM_001298282, intron 1 of 12)"	4678	"NM_167371"	32303	"Dm.6259"	"NM_167371"	"Neto"	"CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like"	"Neuropilin and tolloid-like"	"protein-coding"	6.44	6.68	6.16	0.51	0.000536	0.0564	10860	"chrX"	13447162	13447361	"intron (NM_001298282, intron 1 of 12)"	"intron (NM_001298282, intron 1 of 12)"	1358	"NM_001298282"	32303	"Dm.6259"	"Neto"	"CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like"	"Neuropilin and tolloid-like"	"protein-coding"	5.9	6.17	5.56	0.61	0.00474	0.0414
10185	"chrX"	13450482	13450681	"intron (NM_001298282, intron 1 of 12)"	"intron (NM_001298282, intron 1 of 12)"	4678	"NM_167371"	32303	"Dm.6259"	"NM_167371"	"Neto"	"CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like"	"Neuropilin and tolloid-like"	"protein-coding"	6.44	6.68	6.16	0.51	0.000536	0.0564	10861	"chrX"	13450513	13450712	"intron (NM_001298282, intron 1 of 12)"	"intron (NM_001298282, intron 1 of 12)"	4709	"NM_001298282"	32303	"Dm.6259"	"Neto"	"CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like"	"Neuropilin and tolloid-like"	"protein-coding"	6.8	7.02	6.53	0.49	0.0149	0.092
503	"chr2L"	5230780	5230979	"intron (NM_175975, intron 2 of 3)"	"intron (NM_175975, intron 2 of 3)"	6483	"NM_175978"	33753	"Dm.7011"	"NM_175975"	"tkv"	"Atkv|Atr25D|Brk25D|Brk25D1|Brk25D2|CG14026|Dmel\CG14026|Dtfr|STK-A|TKV|TKV1|Tkv|dtfr|kv|l(2)04415|l(2)25Da|str|tkv1|tkva"	"thickveins"	"protein-coding"	5.29	5.59	4.92	0.67	0.000893	0.0759	518	"chr2L"	5232203	5232402	"intron (NM_175975, intron 2 of 3)"	"(CGGA)n|Simple_repeat|Simple_repeat"	5060	"NM_175978"	33753	"Dm.7011"	"tkv"	"Atkv|Atr25D|Brk25D|Brk25D1|Brk25D2|CG14026|Dmel\CG14026|Dtfr|STK-A|TKV|TKV1|Tkv|dtfr|kv|l(2)04415|l(2)25Da|str|tkv1|tkva"	"thickveins"	"protein-coding"	5.93	6.16	5.65	0.51	0.0153	0.0933
8527	"chr3R"	27660251	27660450	"promoter-TSS (NM_057292)"	"promoter-TSS (NM_057292)"	-173	"NM_057291"	43323	"Dm.6719"	"NM_057291"	"Mlc1"	"CG5596|DmMLC1|Dmel\CG5596|ELC|ELC2|ELC_3|LC1|MLC|MLC-ALK|MLC1|Mlc-1|MlcI|Mlci|chr3R:23484557..23484663|mlc|mlc-alk|mlc1|mlcl"	"Myosin alkali light chain 1"	"protein-coding"	7.04	7.22	6.83	0.39	0.00104	0.0816	9094	"chr3R"	27659222	27659421	"intron (NM_001300640, intron 2 of 5)"	"intron (NM_001300640, intron 2 of 5)"	856	"NM_057291"	43323	"Dm.6719"	"Mlc1"	"CG5596|DmMLC1|Dmel\CG5596|ELC|ELC2|ELC_3|LC1|MLC|MLC-ALK|MLC1|Mlc-1|MlcI|Mlci|chr3R:23484557..23484663|mlc|mlc-alk|mlc1|mlcl"	"Myosin alkali light chain 1"	"protein-coding"	6.92	7.21	6.55	0.66	0.000941	0.0137
6483	"chr3R"	5289191	5289390	"intron (NM_001031977, intron 15 of 18)"	"intron (NM_001031977, intron 15 of 18)"	-1970	"NM_170642"	45467	"Dm.24822"	"NM_143760"	"mtd"	"CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd"	"mustard"	"protein-coding"	5.44	5.72	5.11	0.61	0.000819	0.0722	6933	"chr3R"	5315151	5315350	"intron (NM_001031977, intron 2 of 18)"	"intron (NM_001031977, intron 2 of 18)"	-7151	"NM_206429"	45467	"Dm.24822"	"mtd"	"CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd"	"mustard"	"protein-coding"	5.86	6.1	5.56	0.54	0.00504	0.0432
6483	"chr3R"	5289191	5289390	"intron (NM_001031977, intron 15 of 18)"	"intron (NM_001031977, intron 15 of 18)"	-1970	"NM_170642"	45467	"Dm.24822"	"NM_143760"	"mtd"	"CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd"	"mustard"	"protein-coding"	5.44	5.72	5.11	0.61	0.000819	0.0722	6931	"chr3R"	5308168	5308367	"promoter-TSS (NM_206429)"	"promoter-TSS (NM_206429)"	-168	"NM_206429"	45467	"Dm.24822"	"mtd"	"CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd"	"mustard"	"protein-coding"	6.35	6.55	6.13	0.42	0.0119	0.0787
