"peak.x"	"Chr.x"	"Start.x"	"End.x"	"Annotation.x"	"Detailed.Annotation.x"	"Distance.to.TSS.x"	"Nearest.PromoterID.x"	"Entrez.ID.x"	"Nearest.Unigene.x"	"Nearest.Refseq"	"Gene.Name.x"	"Gene.Alias.x"	"Gene.Description.x"	"Gene.Type.x"	"Conc.x"	"Conc_group1.x"	"Conc_group2.x"	"Fold.x"	"p.value.x"	"FDR.x"	"peak.y"	"Chr.y"	"Start.y"	"End.y"	"Annotation.y"	"Detailed.Annotation.y"	"Distance.to.TSS.y"	"Nearest.PromoterID.y"	"Entrez.ID.y"	"Nearest.Unigene.y"	"Gene.Name.y"	"Gene.Alias.y"	"Gene.Description.y"	"Gene.Type.y"	"Conc.y"	"Conc_group1.y"	"Conc_group2.y"	"Fold.y"	"p.value.y"	"FDR.y"
8103	"chr3R"	24594858	24595057	"intron (NM_001043289, intron 2 of 5)"	"intron (NM_001043289, intron 2 of 5)"	5795	"NM_001043290"	2768685	"Dm.31276"	"NM_143016"	"mld"	"CG13620|CG31312|CG33343|CG34100|CG9469|DTS-3|Dmel\CG34100|L(3)3[DTS]|Mld|l(3)3[DTS]|l(3)DTS3"	"molting defective"	"protein-coding"	5.09	4.3	5.42	-1.12	1.38e-05	0.00399	8809	"chr3R"	24594848	24595047	"intron (NM_001043289, intron 2 of 5)"	"intron (NM_001043289, intron 2 of 5)"	5785	"NM_143016"	2768685	"Dm.31276"	"mld"	"CG13620|CG31312|CG33343|CG34100|CG9469|DTS-3|Dmel\CG34100|L(3)3[DTS]|Mld|l(3)3[DTS]|l(3)DTS3"	"molting defective"	"protein-coding"	6.82	6.58	7.03	-0.45	0.0024	0.026
7621	"chr3R"	19817274	19817473	"intron (NM_001144611, intron 2 of 4)"	"intron (NM_001144611, intron 2 of 4)"	19444	"NM_001144611"	42356	"Dm.2390"	"NM_169874"	"bnl"	"BNL|Bnl|Branchless|CG4608|DFGF|DmBnl|Dmel\CG4608|FGF|dFGF|l(3)06916|l(3)neo52"	"branchless"	"protein-coding"	4.33	3.47	4.67	-1.2	0.000327	0.0474	8293	"chr3R"	19817834	19818033	"intron (NM_001144611, intron 2 of 4)"	"intron (NM_001144611, intron 2 of 4)"	18884	"NM_169874"	42356	"Dm.2390"	"bnl"	"BNL|Bnl|Branchless|CG4608|DFGF|DmBnl|Dmel\CG4608|FGF|dFGF|l(3)06916|l(3)neo52"	"branchless"	"protein-coding"	5.98	5.55	6.32	-0.77	4.72e-05	0.00149
2357	"chr2R"	9677010	9677209	"intron (NM_206066, intron 1 of 7)"	"intron (NM_206066, intron 1 of 7)"	6749	"NM_206066"	35997	"Dm.11246"	"NM_136667"	"Mmp2"	"2-MMP|CG1794|Dm2-MMP|Dmel\CG1794|MMP2|anon-WO0118547.84|dMMP2|dm-2MMP|dmmp2|l(2)02353|mmp2"	"Matrix metalloproteinase 2"	"protein-coding"	5.27	4.76	5.5	-0.74	0.000367	0.0517	2581	"chr2R"	9678358	9678557	"intron (NM_206066, intron 1 of 7)"	"intron (NM_206066, intron 1 of 7)"	5401	"NM_206066"	35997	"Dm.11246"	"Mmp2"	"2-MMP|CG1794|Dm2-MMP|Dmel\CG1794|MMP2|anon-WO0118547.84|dMMP2|dm-2MMP|dmmp2|l(2)02353|mmp2"	"Matrix metalloproteinase 2"	"protein-coding"	6.55	6.02	6.93	-0.91	1.86e-07	2.71e-05
10724	"chrY_CP007111v1_random"	27172	27371	NA	"TART_B1|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	""	4.53	3.32	4.95	-1.63	7.47e-06	0.00229	9570	"chrUn_DS484309v1"	1618	1817	NA	"TART|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	4.77	4.32	5.11	-0.79	0.0014	0.018
6978	"chr3R"	12299685	12299884	"intron (NM_001275570, intron 3 of 4)"	"intron (NM_001275570, intron 3 of 4)"	-11569	"NM_141917"	41493	"Dm.27269"	"NM_141917"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	6.55	6.18	6.74	-0.56	0.000497	0.0654	7591	"chr3R"	12307727	12307926	"Intergenic"	"Intergenic"	-3527	"NM_141917"	41493	"Dm.27269"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	5.29	4.81	5.65	-0.84	0.000117	0.00292
6978	"chr3R"	12299685	12299884	"intron (NM_001275570, intron 3 of 4)"	"intron (NM_001275570, intron 3 of 4)"	-11569	"NM_141917"	41493	"Dm.27269"	"NM_141917"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	6.55	6.18	6.74	-0.56	0.000497	0.0654	7592	"chr3R"	12310788	12310987	"promoter-TSS (NM_141917)"	"promoter-TSS (NM_141917)"	-466	"NM_141917"	41493	"Dm.27269"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	4.67	3.9	5.17	-1.26	3.01e-06	0.000197
6978	"chr3R"	12299685	12299884	"intron (NM_001275570, intron 3 of 4)"	"intron (NM_001275570, intron 3 of 4)"	-11569	"NM_141917"	41493	"Dm.27269"	"NM_141917"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	6.55	6.18	6.74	-0.56	0.000497	0.0654	7588	"chr3R"	12296644	12296843	"TTS (NM_169458)"	"TTS (NM_169458)"	-14610	"NM_141917"	41493	"Dm.27269"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	5.96	5.66	6.21	-0.55	0.00393	0.0363
6978	"chr3R"	12299685	12299884	"intron (NM_001275570, intron 3 of 4)"	"intron (NM_001275570, intron 3 of 4)"	-11569	"NM_141917"	41493	"Dm.27269"	"NM_141917"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	6.55	6.18	6.74	-0.56	0.000497	0.0654	7589	"chr3R"	12299690	12299889	"intron (NM_001275570, intron 3 of 4)"	"intron (NM_001275570, intron 3 of 4)"	-11564	"NM_141917"	41493	"Dm.27269"	"CG4066"	"Dmel\CG4066"	"uncharacterized protein"	"protein-coding"	7.13	6.86	7.35	-0.49	0.0037	0.035
10720	"chrY_CP007111v1_random"	11707	11906	NA	"TART|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	""	5.67	3.41	6.23	-2.82	2.6e-19	5.59e-16	9570	"chrUn_DS484309v1"	1618	1817	NA	"TART|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	4.77	4.32	5.11	-0.79	0.0014	0.018
5273	"chr3L"	12679384	12679583	"Intergenic"	"Intergenic"	-14156	"NM_079323"	39441	""	"NM_079323"	"mirr"	"CG10601|DH1|De1|De3|Dmel\CG10601|Group F|IRO-C|Iro|Iro-C|IroC|MIRR|Mirr|Mrr|Sai|cre|crep|group F|iro|iro-C|l(3)69Ca|l(3)69Da|l(3)6D1|l(3)A5-3-42|mir|mrr"	"mirror"	"protein-coding"	4.71	3.98	5.02	-1.04	7.51e-05	0.0168	5725	"chr3L"	12712932	12713131	"Intergenic"	"Intergenic"	19392	"NM_168505"	39441	""	"mirr"	"CG10601|DH1|De1|De3|Dmel\CG10601|Group F|IRO-C|Iro|Iro-C|IroC|MIRR|Mirr|Mrr|Sai|cre|crep|group F|iro|iro-C|l(3)69Ca|l(3)69Da|l(3)6D1|l(3)A5-3-42|mir|mrr"	"mirror"	"protein-coding"	5.3	4.61	5.77	-1.16	1.04e-07	1.73e-05
10721	"chrY_CP007111v1_random"	13377	13576	NA	"TART_B1|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	""	6.11	5.3	6.43	-1.13	2.37e-06	0.000907	9570	"chrUn_DS484309v1"	1618	1817	NA	"TART|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	4.77	4.32	5.11	-0.79	0.0014	0.018
8606	"chr3R"	30817179	30817378	"promoter-TSS (NM_170528)"	"promoter-TSS (NM_170528)"	-336	"NM_001276196"	43654	"Dm.3169"	"NM_143570"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	5.23	4.66	5.49	-0.83	0.000595	0.075	9368	"chr3R"	30817013	30817212	"promoter-TSS (NM_170528)"	"promoter-TSS (NM_170528)"	-502	"NM_001276197"	43654	"Dm.3169"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	5.67	5.32	5.95	-0.64	0.00365	0.0346
8606	"chr3R"	30817179	30817378	"promoter-TSS (NM_170528)"	"promoter-TSS (NM_170528)"	-336	"NM_001276196"	43654	"Dm.3169"	"NM_143570"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	5.23	4.66	5.49	-0.83	0.000595	0.075	9369	"chr3R"	30818383	30818582	"intron (NM_001276195, intron 4 of 5)"	"CpG"	868	"NM_001276196"	43654	"Dm.3169"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	5.92	5.57	6.2	-0.64	0.00129	0.0171
8606	"chr3R"	30817179	30817378	"promoter-TSS (NM_170528)"	"promoter-TSS (NM_170528)"	-336	"NM_001276196"	43654	"Dm.3169"	"NM_143570"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	5.23	4.66	5.49	-0.83	0.000595	0.075	9366	"chr3R"	30812738	30812937	"intron (NM_001276195, intron 1 of 5)"	"intron (NM_001276195, intron 1 of 5)"	4220	"NM_170526"	43654	"Dm.3169"	"cindr"	"BcDNA:GH03163|CD2AP|CG11316|CG1408|CG31012|Cindr|Dmel\CG31012"	"CIN85 and CD2AP related"	"protein-coding"	6.07	5.73	6.34	-0.61	0.000924	0.0135
5321	"chr3L"	13262064	13262263	"intron (NM_168540, intron 3 of 3)"	"intron (NM_168540, intron 3 of 3)"	-13461	"NM_168539"	317866	"Dm.29165"	"NM_168539"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	5.69	5.1	5.96	-0.86	0.000102	0.0199	5772	"chr3L"	13262065	13262264	"intron (NM_168540, intron 3 of 3)"	"intron (NM_168540, intron 3 of 3)"	-13462	"NM_168539"	317866	"Dm.29165"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	6.34	6.04	6.58	-0.54	0.00202	0.0232
5321	"chr3L"	13262064	13262263	"intron (NM_168540, intron 3 of 3)"	"intron (NM_168540, intron 3 of 3)"	-13461	"NM_168539"	317866	"Dm.29165"	"NM_168539"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	5.69	5.1	5.96	-0.86	0.000102	0.0199	5773	"chr3L"	13265195	13265394	"5' UTR (NM_001316462, exon 4 of 5)"	"5' UTR (NM_001316462, exon 4 of 5)"	-16592	"NM_168539"	317866	"Dm.29165"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	6.35	5.97	6.64	-0.67	3.52e-05	0.00121
5321	"chr3L"	13262064	13262263	"intron (NM_168540, intron 3 of 3)"	"intron (NM_168540, intron 3 of 3)"	-13461	"NM_168539"	317866	"Dm.29165"	"NM_168539"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	5.69	5.1	5.96	-0.86	0.000102	0.0199	5771	"chr3L"	13260946	13261145	"intron (NM_168540, intron 3 of 3)"	"intron (NM_168540, intron 3 of 3)"	-12343	"NM_168539"	317866	"Dm.29165"	"CG32119"	"BcDNA:AT05691|Dmel\CG32119|NEST:bs34d09"	"uncharacterized protein"	"protein-coding"	6.46	6.19	6.69	-0.49	0.00224	0.025
10719	"chrY_CP007111v1_random"	1391	1590	NA	"TART_B1|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	""	6.45	4.02	7.03	-3.01	2.9e-32	3.11e-28	9570	"chrUn_DS484309v1"	1618	1817	NA	"TART|LINE|Jockey"	NA	NA	NA	""	""	""	""	""	4.77	4.32	5.11	-0.79	0.0014	0.018
8286	"chr3R"	26904430	26904629	"intron (NM_001276070, intron 2 of 2)"	"intron (NM_001276070, intron 2 of 2)"	8357	"NM_079799"	43236	"Dm.12680"	"NM_079799"	"Ets97D"	"CG6338|D-Elg|D-elg|DELG|Delg|Dmel\CG6338|Elg|Ets|d-elg|delg|elg|tne|tny"	"Ets at 97D"	"protein-coding"	5.72	5.13	5.98	-0.84	4.51e-05	0.0107	9014	"chr3R"	26899330	26899529	"intron (NM_001276070, intron 2 of 2)"	"intron (NM_001276070, intron 2 of 2)"	13457	"NM_079799"	43236	"Dm.12680"	"Ets97D"	"CG6338|D-Elg|D-elg|DELG|Delg|Dmel\CG6338|Elg|Ets|d-elg|delg|elg|tne|tny"	"Ets at 97D"	"protein-coding"	5.62	5.26	5.91	-0.65	0.00176	0.0212
8286	"chr3R"	26904430	26904629	"intron (NM_001276070, intron 2 of 2)"	"intron (NM_001276070, intron 2 of 2)"	8357	"NM_079799"	43236	"Dm.12680"	"NM_079799"	"Ets97D"	"CG6338|D-Elg|D-elg|DELG|Delg|Dmel\CG6338|Elg|Ets|d-elg|delg|elg|tne|tny"	"Ets at 97D"	"protein-coding"	5.72	5.13	5.98	-0.84	4.51e-05	0.0107	9016	"chr3R"	26904424	26904623	"intron (NM_001276070, intron 2 of 2)"	"intron (NM_001276070, intron 2 of 2)"	8363	"NM_079799"	43236	"Dm.12680"	"Ets97D"	"CG6338|D-Elg|D-elg|DELG|Delg|Dmel\CG6338|Elg|Ets|d-elg|delg|elg|tne|tny"	"Ets at 97D"	"protein-coding"	6.35	5.81	6.75	-0.94	1.39e-07	2.18e-05
261	"chr2L"	2922193	2922392	"intron (NM_001144301, intron 2 of 10)"	"intron (NM_001144301, intron 2 of 10)"	-24271	"NM_001144300"	33496	"Dm.2778"	"NM_078740"	"lilli"	"154454_at|189Y|AFF4|BEST:GH09955|BcDNA:GM02019|CG8817|Dmel\CG8817|Lilli|S(ls)4|SS2-1|SY2-1|Su(Raf)2A|Su(Raf)2a|dAFF|dAFF4|l(2)00632|l(2)23Cc|l(2)K00632|l(2)K07920|l(2)k07920|l(2)k16124"	"lilliputian"	"protein-coding"	6.13	5.67	6.35	-0.68	8.63e-05	0.0182	283	"chr2L"	2922227	2922426	"intron (NM_001144301, intron 2 of 10)"	"intron (NM_001144301, intron 2 of 10)"	-24237	"NM_001144300"	33496	"Dm.2778"	"lilli"	"154454_at|189Y|AFF4|BEST:GH09955|BcDNA:GM02019|CG8817|Dmel\CG8817|Lilli|S(ls)4|SS2-1|SY2-1|Su(Raf)2A|Su(Raf)2a|dAFF|dAFF4|l(2)00632|l(2)23Cc|l(2)K00632|l(2)K07920|l(2)k07920|l(2)k16124"	"lilliputian"	"protein-coding"	7.07	6.75	7.34	-0.59	5e-05	0.00155
2093	"chr2R"	7375503	7375702	"intron (NM_001043011, intron 2 of 23)"	"intron (NM_001043011, intron 2 of 23)"	6267	"NM_001043052"	35652	"Dm.2832"	"NM_078925"	"Dscam1"	"43Bc|CG17800|CT39257|DSCAM|DScam|DmDscam|Dm_2R:13579|Dm_2R:13612|Dmel\CG17800|DsCam|Dscam|Dscam-hv|Dsm|Neu1|dScam|dscam|dscam1|l(2)05518|l(2)43Bc|p270"	"Down syndrome cell adhesion molecule 1"	"protein-coding"	5.8	5.29	6.04	-0.75	0.000222	0.0355	2297	"chr2R"	7375483	7375682	"intron (NM_001043011, intron 2 of 23)"	"intron (NM_001043011, intron 2 of 23)"	6287	"NM_001043049"	35652	"Dm.2832"	"Dscam1"	"43Bc|CG17800|CT39257|DSCAM|DScam|DmDscam|Dm_2R:13579|Dm_2R:13612|Dmel\CG17800|DsCam|Dscam|Dscam-hv|Dsm|Neu1|dScam|dscam|dscam1|l(2)05518|l(2)43Bc|p270"	"Down syndrome cell adhesion molecule 1"	"protein-coding"	6.2	5.94	6.42	-0.48	0.00944	0.0675
6985	"chr3R"	12393498	12393697	"promoter-TSS (NM_001316535)"	"promoter-TSS (NM_001316535)"	-586	"NM_001316535"	3772183	"Dm.7932"	"NM_141929"	"CG10096"	"CG32919|Dmel\CG10096|anon-WO0140519.58|dFAR1"	"uncharacterized protein"	"protein-coding"	5.91	5.5	6.12	-0.62	0.000281	0.0425	7599	"chr3R"	12393523	12393722	"promoter-TSS (NM_001316535)"	"promoter-TSS (NM_001316535)"	-611	"NM_001032012"	3772183	"Dm.7932"	"CG10096"	"CG32919|Dmel\CG10096|anon-WO0140519.58|dFAR1"	"uncharacterized protein"	"protein-coding"	6.3	5.97	6.57	-0.6	0.00362	0.0344
8354	"chr3R"	27638555	27638754	"exon (NM_170344, exon 5 of 5)"	"exon (NM_170344, exon 5 of 5)"	1793	"NM_170343"	43319	"Dm.7867"	"NM_079809"	"Mtl"	"5588|CG5588|Dmel\CG5588|MTL|Mt1/Mig2-like|Rac|Rac GTPase|Rac-like|dMig-2|mtl"	"Mig-2-like"	"protein-coding"	6.64	6.1	6.89	-0.79	0.000603	0.0752	9090	"chr3R"	27638551	27638750	"exon (NM_170344, exon 5 of 5)"	"exon (NM_170344, exon 5 of 5)"	1789	"NM_170343"	43319	"Dm.7867"	"Mtl"	"5588|CG5588|Dmel\CG5588|MTL|Mt1/Mig2-like|Rac|Rac GTPase|Rac-like|dMig-2|mtl"	"Mig-2-like"	"protein-coding"	7.21	7.01	7.39	-0.38	0.0131	0.0836
